REAL_RGB,SIM_RGB
x-13.649_y3.941_z0.000_r14_rgb.jpeg,x6.390_y0.047_z14.332_r1_rgb.jpeg
x-13.522_y3.952_z0.000_r20_rgb.jpeg,x6.305_y0.047_z14.188_r10_rgb.jpeg
x-13.331_y4.033_z-0.000_r24_rgb.jpeg,x6.221_y0.047_z14.047_r15_rgb.jpeg
x-13.149_y4.101_z0.000_r17_rgb.jpeg,x6.310_y0.047_z13.916_r21_rgb.jpeg
x-13.038_y4.128_z0.000_r10_rgb.jpeg,x6.225_y0.047_z13.982_r16_rgb.jpeg
x-12.955_y4.138_z-0.000_r4_rgb.jpeg,x6.234_y0.047_z13.794_r13_rgb.jpeg
x-12.884_y4.140_z0.000_r-2_rgb.jpeg,x6.172_y0.047_z13.730_r8_rgb.jpeg
x-12.762_y4.152_z0.000_r-11_rgb.jpeg,x6.132_y0.047_z12.963_r0_rgb.jpeg
x-12.693_y4.133_z0.000_r-21_rgb.jpeg,x6.211_y0.047_z12.647_r-5_rgb.jpeg
x-12.621_y4.098_z0.000_r-32_rgb.jpeg,x6.190_y0.047_z13.071_r-10_rgb.jpeg
x-12.023_y3.855_z0.000_r16_rgb.jpeg,x6.790_y0.047_z12.175_r-26_rgb.jpeg
x-11.994_y3.865_z0.000_r23_rgb.jpeg,x6.802_y0.047_z12.147_r-19_rgb.jpeg
x-11.963_y3.881_z0.000_r31_rgb.jpeg,x6.810_y0.047_z12.113_r-11_rgb.jpeg
x-11.892_y4.000_z0.000_r47_rgb.jpeg,x6.765_y0.047_z11.931_r0_rgb.jpeg
x-11.837_y4.086_z-0.000_r67_rgb.jpeg,x6.546_y0.047_z12.540_r26_rgb.jpeg
x-11.816_y4.151_z0.000_r75_rgb.jpeg,x6.469_y0.047_z12.510_r49_rgb.jpeg
x-11.801_y4.222_z0.000_r81_rgb.jpeg,x6.411_y0.047_z12.465_r61_rgb.jpeg
x-11.790_y4.330_z0.000_r87_rgb.jpeg,x6.313_y0.047_z12.419_r69_rgb.jpeg
x-11.812_y4.399_z-0.000_r93_rgb.jpeg,x5.789_y0.047_z12.385_r80_rgb.jpeg
x-11.844_y4.650_z-0.000_r99_rgb.jpeg,x5.540_y0.047_z12.411_r88_rgb.jpeg
x-11.870_y4.673_z0.000_r82_rgb.jpeg,x5.466_y0.047_z12.417_r94_rgb.jpeg
x-11.835_y4.855_z0.000_r77_rgb.jpeg,x5.280_y0.047_z12.422_r88_rgb.jpeg
x-11.820_y5.220_z0.000_r109_rgb.jpeg,x4.706_y0.047_z12.415_r102_rgb.jpeg
x-11.895_y5.726_z0.000_r88_rgb.jpeg,x4.251_y0.047_z12.454_r97_rgb.jpeg
x-11.845_y5.942_z0.000_r80_rgb.jpeg,x3.780_y0.047_z12.455_r93_rgb.jpeg
x-11.726_y6.537_z0.000_r98_rgb.jpeg,x2.934_y0.047_z12.443_r72_rgb.jpeg
x-11.953_y7.384_z-0.000_r133_rgb.jpeg,x2.087_y0.047_z12.330_r113_rgb.jpeg
x-12.135_y7.490_z-0.000_r155_rgb.jpeg,x1.891_y0.047_z12.502_r120_rgb.jpeg
x-12.740_y7.693_z-0.000_r154_rgb.jpeg,x1.710_y0.047_z13.674_r167_rgb.jpeg
x-12.804_y7.875_z-0.000_r48_rgb.jpeg,x1.580_y0.047_z13.791_r136_rgb.jpeg
x-12.639_y7.878_z-0.000_r-46_rgb.jpeg,x1.333_y0.047_z13.284_r26_rgb.jpeg
x-12.205_y7.395_z0.000_r-56_rgb.jpeg,x1.702_y0.047_z12.960_r-52_rgb.jpeg
x-11.999_y7.040_z0.000_r-66_rgb.jpeg,x1.915_y0.047_z12.589_r-55_rgb.jpeg
x-11.833_y4.787_z-0.000_r-98_rgb.jpeg,x4.090_y0.047_z11.980_r-87_rgb.jpeg
x-11.888_y4.422_z-0.000_r-97_rgb.jpeg,x4.784_y0.047_z12.319_r-94_rgb.jpeg
x-11.902_y4.075_z0.000_r-88_rgb.jpeg,x5.478_y0.047_z12.352_r-99_rgb.jpeg
x-11.625_y3.354_z0.000_r-50_rgb.jpeg,x6.237_y0.047_z12.212_r-68_rgb.jpeg
x-11.541_y3.264_z-0.000_r-44_rgb.jpeg,x6.348_y0.047_z12.159_r-62_rgb.jpeg
x-11.457_y3.194_z-0.000_r-34_rgb.jpeg,x6.411_y0.047_z11.996_r-50_rgb.jpeg
x-11.400_y3.160_z-0.000_r-28_rgb.jpeg,x6.425_y0.047_z11.844_r-50_rgb.jpeg
x-11.323_y3.126_z-0.000_r-20_rgb.jpeg,x6.485_y0.047_z11.785_r-46_rgb.jpeg
x-11.067_y3.088_z0.000_r-4_rgb.jpeg,x6.592_y0.047_z11.537_r-42_rgb.jpeg
x-10.721_y3.111_z-0.000_r9_rgb.jpeg,x6.465_y0.047_z11.618_r-6_rgb.jpeg
x-10.432_y3.194_z-0.000_r12_rgb.jpeg,x6.447_y0.047_z11.219_r12_rgb.jpeg
x-10.211_y3.275_z0.000_r14_rgb.jpeg,x6.365_y0.047_z10.999_r13_rgb.jpeg
x-9.992_y3.327_z-0.000_r13_rgb.jpeg,x6.315_y0.047_z10.779_r13_rgb.jpeg
x-9.380_y3.359_z-0.000_r-17_rgb.jpeg,x6.281_y0.047_z10.267_r1_rgb.jpeg
x-8.555_y3.141_z0.000_r-9_rgb.jpeg,x6.377_y0.047_z9.381_r-22_rgb.jpeg
x-8.472_y3.132_z0.000_r-4_rgb.jpeg,x6.418_y0.047_z9.254_r-22_rgb.jpeg
x-8.364_y3.151_z-0.000_r8_rgb.jpeg,x6.354_y0.047_z8.859_r-19_rgb.jpeg
x-8.258_y3.174_z-0.000_r17_rgb.jpeg,x6.430_y0.047_z8.762_r-16_rgb.jpeg
x-7.257_y4.274_z0.000_r90_rgb.jpeg,x5.906_y0.047_z7.759_r94_rgb.jpeg
x-7.244_y4.471_z0.000_r82_rgb.jpeg,x5.659_y0.047_z7.758_r90_rgb.jpeg
x-7.221_y4.589_z0.000_r75_rgb.jpeg,x5.439_y0.047_z7.745_r85_rgb.jpeg
x-7.170_y4.673_z0.000_r70_rgb.jpeg,x5.347_y0.047_z7.710_r80_rgb.jpeg
x-7.081_y4.853_z0.000_r68_rgb.jpeg,x5.154_y0.047_z7.655_r76_rgb.jpeg
x-6.847_y5.440_z-0.000_r78_rgb.jpeg,x4.463_y0.047_z7.441_r68_rgb.jpeg
x-6.828_y5.566_z0.000_r85_rgb.jpeg,x4.276_y0.047_z7.435_r67_rgb.jpeg
x-6.822_y5.671_z-0.000_r107_rgb.jpeg,x4.063_y0.047_z7.229_r77_rgb.jpeg
x-6.831_y5.694_z0.000_r115_rgb.jpeg,x4.042_y0.047_z7.175_r78_rgb.jpeg
x-6.851_y5.728_z-0.000_r127_rgb.jpeg,x4.003_y0.047_z7.171_r84_rgb.jpeg
x-6.946_y5.802_z0.000_r157_rgb.jpeg,x3.884_y0.047_z7.191_r114_rgb.jpeg
x-7.048_y5.826_z-0.000_r177_rgb.jpeg,x3.609_y0.047_z7.317_r109_rgb.jpeg
x-7.379_y5.806_z-0.000_r-176_rgb.jpeg,x3.725_y0.047_z8.150_r176_rgb.jpeg
x-7.667_y5.792_z-0.000_r177_rgb.jpeg,x4.021_y0.047_z7.917_r-177_rgb.jpeg
x-7.844_y5.840_z-0.000_r149_rgb.jpeg,x4.050_y0.047_z8.357_r169_rgb.jpeg
x-7.878_y5.864_z-0.000_r142_rgb.jpeg,x3.976_y0.047_z8.430_r161_rgb.jpeg
x-7.919_y5.901_z0.000_r134_rgb.jpeg,x3.954_y0.047_z8.481_r159_rgb.jpeg
x-8.298_y6.537_z0.000_r111_rgb.jpeg,x3.102_y0.047_z9.186_r100_rgb.jpeg
x-8.452_y6.814_z0.000_r114_rgb.jpeg,x2.801_y0.047_z9.286_r98_rgb.jpeg
x-8.528_y6.969_z0.000_r119_rgb.jpeg,x2.631_y0.047_z9.318_r98_rgb.jpeg
x-9.179_y7.647_z-0.000_r102_rgb.jpeg,x2.824_y0.047_z9.231_r101_rgb.jpeg
x-9.253_y7.850_z-0.000_r90_rgb.jpeg,x1.973_y0.047_z9.360_r95_rgb.jpeg
x-9.282_y8.186_z0.000_r90_rgb.jpeg,x1.591_y0.047_z9.425_r76_rgb.jpeg
x-9.489_y7.482_z-0.000_r-74_rgb.jpeg,x1.997_y0.047_z9.154_r-82_rgb.jpeg
x-9.471_y7.428_z0.000_r-67_rgb.jpeg,x2.202_y0.047_z9.123_r-83_rgb.jpeg
x-9.270_y7.084_z0.000_r-68_rgb.jpeg,x2.613_y0.047_z9.067_r-65_rgb.jpeg
x-9.038_y6.635_z-0.000_r-44_rgb.jpeg,x3.048_y0.047_z8.809_r-72_rgb.jpeg
x-8.701_y6.202_z0.000_r-65_rgb.jpeg,x3.489_y0.047_z8.611_r-54_rgb.jpeg
x-8.388_y5.785_z0.000_r-43_rgb.jpeg,x3.640_y0.047_z8.295_r-63_rgb.jpeg
x-8.189_y5.610_z0.000_r-39_rgb.jpeg,x4.017_y0.047_z8.103_r-49_rgb.jpeg
x-7.979_y5.436_z0.000_r-45_rgb.jpeg,x4.493_y0.047_z7.611_r-53_rgb.jpeg
x-6.949_y3.802_z0.000_r33_rgb.jpeg,x6.166_y0.047_z7.040_r-6_rgb.jpeg
x-6.846_y3.873_z0.000_r26_rgb.jpeg,x6.231_y0.047_z6.735_r26_rgb.jpeg
x-6.973_y3.814_z-0.000_r16_rgb.jpeg,x6.225_y0.047_z6.835_r22_rgb.jpeg
x-6.971_y3.815_z0.000_r9_rgb.jpeg,x6.170_y0.047_z6.816_r19_rgb.jpeg
x-6.954_y3.816_z0.000_r-1_rgb.jpeg,x6.170_y0.047_z6.465_r12_rgb.jpeg
x-6.880_y3.808_z0.000_r-8_rgb.jpeg,x6.161_y0.047_z6.384_r-3_rgb.jpeg
x-6.547_y3.792_z0.000_r-14_rgb.jpeg,x6.170_y0.047_z6.269_r-20_rgb.jpeg
x-6.136_y3.737_z0.000_r-3_rgb.jpeg,x6.282_y0.047_z5.766_r-17_rgb.jpeg
x-5.985_y3.739_z0.000_r6_rgb.jpeg,x6.323_y0.047_z5.570_r-9_rgb.jpeg
x-5.929_y3.748_z0.000_r14_rgb.jpeg,x6.289_y0.047_z5.760_r-8_rgb.jpeg
x-5.848_y3.775_z0.000_r19_rgb.jpeg,x6.294_y0.047_z5.675_r-5_rgb.jpeg
x-5.521_y3.833_z-0.000_r-11_rgb.jpeg,x6.371_y0.047_z5.352_r-4_rgb.jpeg
x-4.612_y3.802_z0.000_r56_rgb.jpeg,x6.416_y0.047_z4.681_r21_rgb.jpeg
x-4.590_y3.847_z0.000_r64_rgb.jpeg,x6.372_y0.047_z4.592_r23_rgb.jpeg
x-4.495_y3.987_z0.000_r49_rgb.jpeg,x6.284_y0.047_z4.404_r60_rgb.jpeg
x-4.372_y4.140_z0.000_r56_rgb.jpeg,x6.032_y0.047_z4.250_r50_rgb.jpeg
x-4.256_y4.748_z0.000_r93_rgb.jpeg,x5.724_y0.047_z4.375_r52_rgb.jpeg
x-4.262_y4.984_z0.000_r67_rgb.jpeg,x5.567_y0.047_z4.192_r77_rgb.jpeg
x-4.100_y5.256_z0.000_r52_rgb.jpeg,x5.226_y0.047_z4.059_r75_rgb.jpeg
x-4.001_y5.480_z-0.000_r79_rgb.jpeg,x4.819_y0.047_z3.970_r49_rgb.jpeg
x-3.992_y5.542_z0.000_r87_rgb.jpeg,x4.850_y0.047_z3.805_r56_rgb.jpeg
x-4.148_y5.921_z-0.000_r130_rgb.jpeg,x4.389_y0.047_z3.805_r85_rgb.jpeg
x-4.439_y6.317_z-0.000_r113_rgb.jpeg,x3.960_y0.047_z3.976_r128_rgb.jpeg
x-4.492_y6.478_z0.000_r103_rgb.jpeg,x4.243_y0.047_z3.798_r128_rgb.jpeg
x-4.506_y6.553_z0.000_r98_rgb.jpeg,x4.140_y0.047_z3.871_r127_rgb.jpeg
x-4.491_y6.764_z-0.000_r77_rgb.jpeg,x3.853_y0.047_z3.990_r102_rgb.jpeg
x-4.435_y6.932_z-0.000_r69_rgb.jpeg,x3.627_y0.047_z4.016_r84_rgb.jpeg
x-4.355_y7.647_z0.000_r86_rgb.jpeg,x2.361_y0.047_z4.231_r84_rgb.jpeg
x-4.333_y7.893_z0.000_r86_rgb.jpeg,x2.066_y0.047_z4.197_r78_rgb.jpeg
x-4.338_y8.508_z0.000_r95_rgb.jpeg,x1.456_y0.047_z4.121_r87_rgb.jpeg
x-4.353_y8.725_z0.000_r95_rgb.jpeg,x1.239_y0.047_z4.107_r87_rgb.jpeg
x-4.370_y8.950_z0.000_r93_rgb.jpeg,x1.014_y0.047_z4.095_r85_rgb.jpeg
x-4.370_y9.127_z0.000_r86_rgb.jpeg,x0.789_y0.047_z4.061_r81_rgb.jpeg
x-4.340_y9.258_z0.000_r76_rgb.jpeg,x0.713_y0.047_z4.017_r83_rgb.jpeg
x-4.309_y9.356_z0.000_r68_rgb.jpeg,x0.563_y0.047_z3.987_r75_rgb.jpeg
x-4.280_y9.420_z0.000_r62_rgb.jpeg,x0.496_y0.047_z3.966_r73_rgb.jpeg
x-4.195_y9.549_z0.000_r51_rgb.jpeg,x0.353_y0.047_z3.908_r62_rgb.jpeg
x-3.935_y9.778_z-0.000_r31_rgb.jpeg,x0.113_y0.047_z3.665_r42_rgb.jpeg
x-4.371_y5.360_z0.000_r-98_rgb.jpeg,x4.904_y0.047_z3.930_r-101_rgb.jpeg
x-4.376_y5.297_z0.000_r-89_rgb.jpeg,x4.967_y0.047_z3.938_r-92_rgb.jpeg
x-4.360_y5.057_z-0.000_r-77_rgb.jpeg,x5.064_y0.047_z3.999_r-84_rgb.jpeg
x-4.365_y4.028_z0.000_r-77_rgb.jpeg,x5.587_y0.047_z4.149_r-86_rgb.jpeg
x-4.215_y3.843_z-0.000_r-26_rgb.jpeg,x6.307_y0.047_z3.987_r-57_rgb.jpeg
x-4.161_y3.820_z-0.000_r-20_rgb.jpeg,x6.355_y0.047_z3.952_r-56_rgb.jpeg
x-4.008_y3.778_z-0.000_r-12_rgb.jpeg,x6.506_y0.047_z3.739_r-31_rgb.jpeg
x-3.776_y3.764_z0.000_r2_rgb.jpeg,x6.607_y0.047_z3.475_r-15_rgb.jpeg
x-3.621_y3.780_z0.000_r9_rgb.jpeg,x6.592_y0.047_z3.269_r-4_rgb.jpeg
x-3.466_y3.792_z0.000_r-2_rgb.jpeg,x6.677_y0.047_z3.260_r13_rgb.jpeg
x-3.154_y3.775_z0.000_r-13_rgb.jpeg,x6.608_y0.047_z2.905_r3_rgb.jpeg
x-2.592_y3.604_z0.000_r-28_rgb.jpeg,x6.623_y0.047_z2.269_r-21_rgb.jpeg
x-2.505_y3.565_z0.000_r-20_rgb.jpeg,x6.686_y0.047_z2.085_r-30_rgb.jpeg
x-2.458_y3.552_z0.000_r-9_rgb.jpeg,x6.723_y0.047_z1.994_r-32_rgb.jpeg
x-2.188_y3.893_z0.000_r84_rgb.jpeg,x6.511_y0.047_z1.613_r61_rgb.jpeg
x-2.207_y4.208_z0.000_r96_rgb.jpeg,x6.202_y0.047_z1.618_r83_rgb.jpeg
x-2.250_y4.428_z0.000_r97_rgb.jpeg,x5.978_y0.047_z1.613_r101_rgb.jpeg
x-2.300_y5.386_z-0.000_r85_rgb.jpeg,x5.026_y0.047_z1.736_r89_rgb.jpeg
x-2.269_y5.646_z-0.000_r82_rgb.jpeg,x4.765_y0.047_z1.726_r86_rgb.jpeg
x-2.243_y5.860_z0.000_r82_rgb.jpeg,x4.500_y0.047_z1.708_r79_rgb.jpeg
x-2.222_y6.064_z-0.000_r87_rgb.jpeg,x4.297_y0.047_z1.678_r76_rgb.jpeg
x-2.217_y6.387_z-0.000_r89_rgb.jpeg,x3.941_y0.047_z1.556_r83_rgb.jpeg
x-2.163_y6.763_z0.000_r66_rgb.jpeg,x3.629_y0.047_z1.446_r87_rgb.jpeg
x-2.050_y6.912_z0.000_r38_rgb.jpeg,x3.406_y0.047_z1.370_r72_rgb.jpeg
x-1.921_y6.968_z0.000_r7_rgb.jpeg,x3.395_y0.047_z1.380_r62_rgb.jpeg
x-1.883_y6.969_z0.000_r-3_rgb.jpeg,x3.323_y0.047_z1.329_r43_rgb.jpeg
x-1.827_y6.958_z0.000_r-21_rgb.jpeg,x3.312_y0.047_z1.379_r40_rgb.jpeg
